id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1300	small number	-0.9102	0.0161	8	12	37	5	2019	1.2	1.7676
1301	sme	-0.719	-0.3523	2	11	67	9	2019	0	0
1302	smes	-0.7991	-0.3254	2	18	195	21	2019	0	0
1303	smib	-1.0819	-0.4452	19	1	3	5	2019	0	0
1304	smoke	-0.4439	-0.2615	15	6	42	6	2019	0	0
1305	smote	-0.8581	-0.0307	8	26	161	20	2019	1.6	2.3568
1306	sms fiber structure	0.2979	0.0874	16	23	81	9	2019	0	0
1307	sno	0.3541	-0.0889	6	8	50	5	2019	2	2.946
1308	snr	-0.4445	0.0928	5	14	92	12	2019	0.3333	0.491
1309	so2	-0.8559	0.2887	3	24	103	5	2019	0.2	0.2946
1310	soc	0.2276	-0.0045	17	22	66	6	2019	1.5	2.2095
1311	socah	-0.0343	0.1483	10	3	55	5	2019	0	0
1312	social medium	-0.8878	-0.2528	2	53	336	28	2019	0.1786	0.263
1313	social software	-0.8186	-0.2904	2	8	66	10	2019	0.4	0.5892
1314	sodalite	1.1503	-0.0425	1	19	138	6	2019	1	1.473
1315	sodium silicate	0.9106	0.0771	1	49	124	6	2019	2	2.946
1316	soil	0.7869	-0.3658	11	91	1059	68	2019	0.8971	1.3214
1317	soil moisture content	0.6046	-0.2288	11	20	48	5	2019	0	0
1318	sol gel method	1.047	0.0959	1	81	310	13	2019	0.8462	1.2464
1319	solar cell	0.3253	-0.0129	6	52	198	14	2019	0.3571	0.5261
1320	solar panel	-0.174	0.1999	6	22	98	15	2019	0.5333	0.7856
1321	solar radiation	-0.0589	0.1364	6	36	141	18	2019	0.3889	0.5728
1322	solar tracker	-0.1542	0.2116	6	17	92	10	2019	1.3	1.9149
1323	solid	0.7627	-0.0025	10	86	226	11	2019	1.0909	1.6069
1324	solid state fermentation	0.7583	-0.3403	9	28	120	5	2019	0.2	0.2946
1325	solid state method	0.869	0.118	1	59	195	9	2019	0.4444	0.6547
1326	solid state reaction	0.8802	0.0291	1	46	80	5	2019	1	1.473
1327	solid state reaction method	0.8942	0.1218	1	47	83	6	2019	0.1667	0.2455
1328	solubility	0.879	-0.2876	4	60	175	11	2019	1.6364	2.4103
1329	solvent	1.0141	-0.1902	4	145	808	39	2019	0.4872	0.7176
1330	something	-0.9004	-0.0955	15	35	81	5	2019	0.4	0.5892
1331	song	-0.6108	-0.2389	2	3	70	10	2019	1	1.473
1332	southern part	-0.5001	0.0768	6	15	44	5	2019	0.4	0.5892
1333	soy milk	0.4967	-0.2671	9	8	112	8	2019	0	0
1334	spatial correlation	-0.6287	0.1303	3	15	59	5	2019	0	0
1335	spatial information	-0.6658	0.0999	3	27	59	8	2019	1.25	1.8412
1336	species	0.2234	-0.1231	12	152	797	50	2019	1.06	1.5614
1337	specific surface area	1.0211	0.0082	1	79	179	6	2019	1.3333	1.964
1338	specificity	-0.7327	-0.0009	3	37	116	10	2019	0.3	0.4419
1339	speciman	0.8489	-0.0554	1	66	274	13	2019	0.3846	0.5665
1340	specimen	0.5938	-0.0112	1	83	535	35	2019	0.1714	0.2525
1341	spectrophotometer	0.4948	-0.1016	6	63	234	11	2019	0.1818	0.2678
1342	spectrum	0.2244	-0.0212	5	120	419	25	2019	0.64	0.9427
1343	speech	-0.9511	-0.1266	2	15	84	6	2019	1.3333	1.964
1344	spindle speed	0.0237	-0.2614	13	42	526	15	2019	0.8667	1.2766
1345	spline	-1.2308	0.1928	3	52	520	34	2019	1.0882	1.603
1346	spline estimator	-1.3256	0.2138	3	4	56	7	2019	0	0
1347	split injection strategy	-0.0784	0.5401	14	23	124	6	2019	1.5	2.2095
1348	spray	0.7877	0.0359	7	27	156	9	2019	1.6667	2.455
1349	square duct	-0.0244	0.7247	7	16	106	5	2019	0.8	1.1784
1350	square elbow	-0.0505	0.712	7	15	114	6	2019	0.6667	0.982
1351	squid pens waste	1.4148	-0.1246	18	13	117	6	2019	1	1.473
1352	srb	0.917	-0.283	11	6	168	7	2019	0	0
1353	stainless steel	0.5839	-0.0379	1	38	219	12	2019	0.9167	1.3502
1354	stakeholder	-0.7842	-0.098	8	83	506	35	2019	1.3143	1.9359
1355	standard deviation value	-0.8606	-0.0735	3	19	83	6	2019	0.3333	0.491
1356	starch	1.1339	-0.2206	9	71	401	21	2019	1.7619	2.5953
1357	statistic	-1.0381	0.0986	3	79	335	25	2019	1.32	1.9443
1358	statistical method	-0.9082	0.1695	3	51	179	10	2019	0	0
1359	statistical test	-0.3874	0.0061	3	51	108	7	2019	0.1429	0.2104
1360	status	-1.1049	-0.1564	2	54	325	29	2019	0.4828	0.7111
1361	steam	-0.1043	0.3244	12	46	285	18	2019	0.0556	0.0818
1362	steam power plant	-0.0368	0.3389	12	57	281	14	2019	0.1429	0.2104
1363	steel	0.6522	-0.0692	11	99	549	39	2019	0.2308	0.3399
1364	steganography	-0.7441	-0.0203	5	15	89	10	2019	5.3	7.8068
1365	stego image	-0.6914	-0.0023	5	22	72	8	2019	0.875	1.2889
1366	stilling basin	-0.6932	0.8449	5	7	185	5	2019	0	0
1367	store	-0.6683	-0.0324	2	20	57	8	2019	0.25	0.3682
1368	street vendor	-0.7497	0.1065	8	1	12	12	2019	0	0
1369	string	0.1047	-0.0072	17	37	130	8	2019	0.375	0.5524
1370	stroke	-0.6073	-0.0483	6	32	144	13	2019	0	0
1371	stroke patient	-0.7528	-0.0346	6	18	87	11	2019	0	0
1372	structural equation modeling	-0.9308	-0.0022	3	32	126	9	2019	1.7778	2.6186
1373	structural similarity	-1.0541	-0.3788	2	11	45	5	2019	0.2	0.2946
1374	student	-0.8285	-0.156	15	94	1121	101	2019	0.505	0.7438
1375	subarray	-0.2852	0.2099	5	11	87	7	2019	1	1.473
1376	subcritical water	1.2261	-0.5197	4	30	245	7	2019	1.5714	2.3147
1377	subcritical water ethanol mixture	1.3796	-0.5022	4	27	190	5	2019	0.8	1.1784
1378	subcritical water methanol mixture	1.3947	-0.4637	4	23	157	5	2019	0	0
1379	substitution	0.7012	0.2034	18	73	255	12	2019	0.1667	0.2455
1380	substrate	0.828	-0.2031	9	128	669	36	2019	0.3056	0.4501
1381	suc	0.1013	1.2934	13	3	35	5	2019	0	0
1382	sucrose	0.6586	-0.1504	9	38	111	5	2019	0.8	1.1784
1383	suf	-0.8812	0.2233	3	18	123	6	2019	0	0
1384	sugar	1.0397	-0.3872	9	96	1035	45	2019	0.8222	1.2111
1385	sugar concentration	1.0724	-0.4174	9	68	211	7	2019	0.7143	1.0521
1386	sugar production	1.0745	-0.4018	9	50	216	9	2019	2	2.946
1387	suggestion	-0.8029	-0.1332	8	54	145	9	2019	0.6667	0.982
1388	sulfur	1.0455	-0.1576	4	44	126	7	2019	0.7143	1.0521
1389	sun	-0.0998	0.1951	6	34	99	11	2019	1.7273	2.5442
1390	sunlight	0.1227	0.1075	6	40	95	7	2019	0.5714	0.8417
1391	superconductivity	0.9531	0.0309	1	4	10	5	2019	0	0
1392	supervised approach	-1.1432	-0.2252	2	18	126	6	2019	0.3333	0.491
1393	supply chain complexity	-1.0186	-0.2967	2	2	50	5	2019	0	0
1394	support vector machine	-0.7379	-0.0671	2	119	539	40	2019	0.675	0.9943
1395	support vector regression	-0.9156	0.1054	3	33	124	9	2019	2.6667	3.928
1396	surabaya river	0.1114	0.1211	10	24	115	6	2019	0.1667	0.2455
1397	surface area	0.6865	0.0998	1	159	536	25	2019	0.52	0.766
1398	surface morphology	1.1281	-0.1053	1	90	221	9	2019	0.7778	1.1457
1399	surface roughness	0.1736	-0.1855	13	67	513	31	2019	0.8387	1.2354
1400	surface sediment	0.2599	0.0521	10	18	199	14	2019	3.7857	5.5763
1401	surface water	-0.2849	0.0457	10	36	101	8	2019	2.625	3.8666
1402	surfactant	0.9778	-0.3229	9	94	569	19	2019	0.6842	1.0078
1403	surls svm	-0.9803	0.0755	3	13	235	10	2019	0.5	0.7365
1404	survival	-0.6361	0.0467	3	28	167	9	2019	1	1.473
1405	suza	-1.0552	-0.0988	5	9	115	5	2019	0	0
1406	svm	-0.6828	-0.0823	2	113	587	55	2019	1.3818	2.0354
1407	svr	-0.9387	0.1181	3	33	226	17	2019	1.5882	2.3394
1408	swarm agent	-0.9237	0.0442	8	2	15	5	2019	0	0
1409	symptom	-0.7128	0.0733	3	26	162	12	2019	8.6667	12.7659
1410	syn gas	0.4064	0.553	14	9	126	7	2019	1	1.473
1411	syngas	0.7675	0.3209	14	38	86	6	2019	0	0
1412	synthesis	1.1181	-0.03	1	283	1787	82	2019	0.5976	0.8802
1413	synthesis process	0.5645	-0.1218	1	51	91	5	2019	0.4	0.5892
1414	systematic literature review	-0.865	-0.2381	2	25	85	7	2019	0	0
1415	tar content	0.6912	0.4136	14	17	66	5	2019	0.2	0.2946
1416	teacher	-0.8991	-0.1446	15	21	88	8	2019	1	1.473
1417	teeth	-0.6359	0.0658	3	9	14	8	2019	0.875	1.2889
1418	tem	1.0959	0.0345	1	67	176	9	2019	0.7778	1.1457
1419	temperature distribution	-0.0358	0.3606	12	40	147	12	2019	0	0
1420	temperature increase	0.3277	0.3907	7	47	99	7	2019	0.7143	1.0521
1421	temperature profile	0.169	0.4018	7	17	50	5	2019	2.8	4.1244
1422	temperature variation	0.7115	0.2009	14	63	160	8	2019	0.375	0.5524
1423	tensile	0.5853	-0.0091	1	35	96	10	2019	2.1	3.0933
1424	tensile strength	0.4546	-0.1724	13	96	470	26	2019	0.8462	1.2464
1425	teos	0.9988	0.164	1	48	143	6	2019	1.3333	1.964
1426	term list	-1.2513	-0.1796	2	16	151	5	2019	3	4.419
1427	text	-0.781	-0.1141	2	39	236	22	2019	1.2727	1.8747
1428	text feature	-1.1047	-0.1976	2	25	125	6	2019	0.5	0.7365
1429	texture	-0.6809	-0.1986	2	31	148	12	2019	0.4167	0.6137
1430	texture feature	-0.6782	-0.125	2	17	75	8	2019	0	0
1431	tf icf	-1.2359	-0.1842	2	19	127	5	2019	2.6	3.8298
1432	tga	1.103	0.0159	1	37	113	5	2019	1	1.473
1433	theme	-0.8537	-0.2254	2	15	45	6	2019	0	0
1434	thermal efficiency	0.188	0.5037	14	59	203	11	2019	1.7273	2.5442
1435	thermal stability	1.1176	-0.1144	1	88	218	12	2019	1	1.473
1436	thermogravimetric analysis	0.986	0.0763	1	64	128	7	2019	0.5714	0.8417
1437	thin film	0.4316	-0.0428	6	37	272	24	2019	0	0
1438	threshold graph	-1.0529	-0.5598	2	1	45	9	2019	0	0
1439	throughput	-0.8677	-0.3447	19	11	55	6	2019	0.8333	1.2275
1440	tide station	-0.3968	0.084	6	7	60	5	2019	0	0
1441	time complexity	-1.0762	-0.5	2	9	81	5	2019	4.4	6.4811
1442	time series	-0.7803	0.099	3	47	217	20	2019	0.65	0.9574
1443	time series data	-0.8007	0.1008	3	41	97	12	2019	1.9167	2.8232
1444	tio2	0.948	0.0512	1	99	506	22	2019	0.2273	0.3348
1445	tissue	-0.043	-0.1118	5	65	405	37	2019	0.4595	0.6768
1446	titanium	0.7447	0.0629	1	28	71	6	2019	1	1.473
1447	tmva	0.0398	-0.2294	17	11	442	13	2019	0	0
1448	tomato	-0.5311	-0.3269	2	11	59	8	2019	1	1.473
1449	ton day	0.0807	0.2005	10	9	104	7	2019	0	0
1450	top level process model	-1.0133	-0.38	2	9	228	6	2019	0	0
1451	topic	-0.8835	-0.1205	2	118	584	40	2019	0.55	0.8101
1452	topsi	-0.7926	-0.2118	2	18	69	5	2019	1.4	2.0622
1453	torque	-0.1384	0.3161	6	81	226	16	2019	1	1.473
1454	torque coefficient	-0.0806	0.4601	7	29	112	7	2019	1.8571	2.7355
1455	torque density	-0.2782	0.1842	6	5	22	5	2019	0	0
1456	torrefaction	0.2253	0.2666	14	6	60	5	2019	0	0
1457	total area	-0.5545	0.2149	10	11	46	6	2019	0	0
1458	total petroleum hydrocarbon	0.8769	-0.4002	11	30	133	5	2019	0.4	0.5892
1459	tourism destination	-0.9081	-0.0773	8	7	28	8	2019	0	0
1460	toxicity	0.0864	-0.0786	2	27	79	5	2019	0.8	1.1784
1461	tph	0.907	-0.4079	11	25	226	9	2019	0	0
1462	traffic congestion	-1.0218	0.2124	14	9	166	14	2019	0.5	0.7365
1463	training data	-0.788	-0.1501	2	68	222	18	2019	0.2778	0.4092
1464	trajectory	-0.367	0.2357	6	21	85	17	2019	0.1765	0.2599
1465	transesterification	1.3198	-0.3752	4	56	355	13	2019	0.0769	0.1133
1466	transfer learning	-0.6085	-0.1288	2	15	50	7	2019	0.1429	0.2104
1467	transformation	0.2423	-0.1281	9	93	351	29	2019	1.8966	2.7936
1468	transformer	-0.0225	0.1886	12	31	183	21	2019	0.1429	0.2104
1469	transmission electron microscopy	1.0717	0.0522	1	91	225	9	2019	1.6667	2.455
1470	transmitter	-0.4495	0.1325	5	47	211	18	2019	0.1667	0.2455
1471	transportation system	-0.9505	0.1481	14	30	132	12	2019	0.5833	0.8592
1472	travel time	-0.9948	0.1995	14	12	94	10	2019	0.4	0.5892
1473	tree	-0.2126	-0.1551	12	54	337	21	2019	0	0
1474	triglyceride	1.2761	-0.3057	4	46	191	8	2019	0.5	0.7365
1475	trust	-1.0383	-0.112	8	21	125	12	2019	0.5	0.7365
1476	tsp	-0.9516	0.2049	8	9	188	22	2019	0	0
1477	tsr	-0.5694	0.3444	3	45	396	18	2019	1.2778	1.8821
1478	tss	0.3246	0.0689	10	38	166	13	2019	0	0
1479	tsunami	-0.3395	0.1518	6	14	156	18	2019	0.4444	0.6547
1480	tuban	0.3166	-0.052	17	14	78	5	2019	0	0
1481	tuban regency	-0.3741	0.1336	6	7	90	6	2019	0	0
1482	tumor	-0.7189	0.0961	17	15	57	5	2019	0.8	1.1784
1483	turbine	-0.0212	0.3412	7	94	698	55	2019	0.5455	0.8034
1484	turbine blade	-0.034	0.4763	7	35	244	12	2019	0.1667	0.2455
1485	turbulence model	0.081	0.5179	7	43	143	10	2019	1.1	1.6203
1486	tw depth condition	-0.6926	0.8424	5	7	216	6	2019	0	0
1487	tween	1.0015	-0.4692	9	52	300	10	2019	1.7	2.5041
1488	tweet	-0.8971	-0.2011	2	25	109	9	2019	0.8889	1.3093
1489	twitter	-0.9422	-0.2015	2	26	72	5	2019	0.2	0.2946
1490	type cylinder	-0.0831	0.5839	7	16	148	8	2019	0.5	0.7365
1491	uav	-0.3639	0.2212	6	36	267	27	2019	0	0
1492	ultrasound	0.4778	-0.14	4	26	113	7	2019	0.2857	0.4209
1493	ultrasound treatment	1.2614	-0.3174	9	12	95	5	2019	2	2.946
1494	unda river basin	-0.3032	0.181	10	3	30	5	2019	0	0
1495	unemployment rate	-1.1186	0.1548	3	27	99	9	2019	2	2.946
1496	university	-0.9509	-0.1145	5	48	320	30	2019	0.1333	0.1964
1497	unmanned aerial vehicle	-0.3298	0.212	6	32	94	7	2019	0	0
1498	urban area	-0.7028	0.0886	8	28	160	19	2019	0.3158	0.4652
1499	urine	0.0244	0.0782	8	10	60	6	2019	0.1667	0.2455
1500	usability	-1.0688	-0.1281	5	14	123	10	2019	1	1.473
1501	usefulness	-0.8757	-0.0155	8	26	51	6	2019	0	0
1502	user perception	-1.1709	-0.0058	3	2	15	5	2019	0	0
1503	user story	-0.9576	-0.2133	8	4	24	6	2019	0	0
1504	uv vis	0.9955	0.0369	1	67	150	8	2019	0.375	0.5524
1505	v alginolyticus	0.8986	-0.2804	11	24	214	9	2019	7.7778	11.4565
1506	v v	0.9827	-0.3885	9	129	820	29	2019	1.931	2.8444
1507	value stream mapping	0.1621	0.4802	7	4	27	5	2019	0.4	0.5892
1508	vegetable	-0.1607	-0.0294	10	19	231	12	2019	0	0
1509	vegetable oil	1.0797	-0.1753	4	20	64	5	2019	0	0
1510	vegetation	-0.2613	0.0141	12	34	117	8	2019	1.5	2.2095
1511	vehicle routing problem	-0.8477	0.1478	8	11	50	6	2019	0	0
1512	vehicle suspension	0.1165	0.0729	17	7	38	6	2019	0	0
1513	verification	-0.1215	0.3148	7	33	104	11	2019	1.5455	2.2764
1514	vibration	0.168	-0.0815	17	69	574	31	2019	0.0645	0.095
1515	vibration amplitude	0.2829	-0.3121	13	7	78	6	2019	0	0
1516	vibrio	0.9554	-0.2123	11	36	178	7	2019	4.2857	6.3128
1517	vibrio alginolyticus	0.9071	-0.1552	11	45	403	16	2019	3.625	5.3396
1518	virtual reality	-0.7492	-0.1119	15	22	91	6	2019	0.3333	0.491
1519	virus	-0.4838	-0.1597	2	15	184	23	2019	0	0
1520	viscosity	0.3958	-0.1227	16	48	153	12	2019	0.75	1.1047
1521	visualization	-0.6768	-0.1619	3	30	104	11	2019	0.7273	1.0713
1522	volatility	-0.9048	0.2222	8	15	83	8	2019	0	0
1523	voltage sag	0.2797	-0.1814	9	1	5	5	2019	0	0
1524	volume fraction	0.4545	0.2626	7	24	113	9	2019	3.8889	5.7283
1525	volume ratio	1.151	-0.1554	11	73	236	10	2019	0.3	0.4419
1526	volumetric property	1.1031	0.0314	1	8	120	8	2019	0	0
1527	vrp	-0.8721	0.1586	8	9	85	10	2019	0	0
1528	vsm	0.334	0.4462	7	32	112	9	2019	0.4444	0.6547
1529	vulcanization process	0.0473	-0.3067	13	28	212	8	2019	0	0
1530	w v	1.0557	-0.2559	9	54	164	8	2019	0.375	0.5524
1531	w w	0.9836	-0.2921	9	123	485	18	2019	0.6111	0.9002
1532	wac	0.2833	0.002	10	9	114	6	2019	0	0
1533	wall	0.0748	0.4128	7	72	168	11	2019	0.2727	0.4017
1534	waste heat	-0.0419	0.3728	12	16	175	11	2019	0.0909	0.1339
1535	waste volume	-0.0561	0.1012	12	10	234	9	2019	1	1.473
1536	wastewater	0.6769	-0.0489	11	97	791	44	2019	2.2955	3.3812
1537	water availability	-0.3252	0.1729	10	22	70	6	2019	0	0
1538	water body	0.2801	-0.0191	10	39	187	10	2019	1.5	2.2095
1539	water content	0.6061	-0.0221	12	80	292	17	2019	0.0588	0.0866
1540	water level	-0.2743	0.0961	10	40	143	10	2019	0.1	0.1473
1541	water pollution	-0.0921	0.0693	10	40	84	6	2019	0.3333	0.491
1542	water resource	-0.3064	0.1193	10	43	237	13	2019	0.0769	0.1133
1543	water soluble chitosan	1.4147	-0.1255	18	18	112	6	2019	0.6667	0.982
1544	watermelon	-0.7222	-0.2335	2	6	84	6	2019	1	1.473
1545	wave	-0.4025	0.0988	6	40	241	36	2019	0.2222	0.3273
1546	wavelength	0.5219	-0.0062	16	76	254	17	2019	0.4706	0.6932
1547	wax	1.0241	-0.1842	9	13	102	6	2019	0	0
1548	way anova	0.1309	-0.1174	12	23	96	5	2019	0.6	0.8838
1549	weakness	-0.8647	0.0842	5	26	61	7	2019	1	1.473
1550	web	-0.7924	0.0554	8	25	61	7	2019	0	0
1551	website quality	-1.1309	-0.2143	2	4	19	5	2019	0	0
1552	welding	1.1099	0.0849	18	14	79	9	2019	0	0
1553	wheelchair	-0.4108	0.0421	6	5	44	8	2019	0	0
1554	whereas	-0.0854	0.0542	3	61	120	7	2019	0.4286	0.6313
1555	wind speed	-0.1967	0.3272	7	47	142	10	2019	0.3	0.4419
1556	wind turbine	-0.0411	0.364	7	37	159	20	2019	0.1	0.1473
1557	wing	-0.1741	0.3866	7	17	159	12	2019	0	0
1558	winglet	-0.0758	0.4472	7	20	118	8	2019	0	0
1559	wire	-0.0317	0.4443	7	35	295	14	2019	0	0
1560	wire mesh sensor	-0.2751	0.0513	5	7	220	11	2019	0	0
1561	wireless sensor network	-0.8674	-0.3055	19	19	87	14	2019	0.3571	0.5261
1562	woman	-0.9788	0.0052	3	20	69	7	2019	1.8571	2.7355
1563	wonocolo public oilfield	0.8917	-0.4075	11	15	107	5	2019	0.6	0.8838
1564	word	-0.8959	-0.1983	2	73	557	37	2019	0.2432	0.3583
1565	word embedding	-1.1126	-0.1682	2	25	228	10	2019	2.1	3.0933
1566	wrong indirect relationship	-1.1015	-0.4905	2	4	48	6	2019	0	0
1567	wsc	1.4049	-0.125	18	18	114	7	2019	0.5714	0.8417
1568	wsn	-0.8817	-0.3234	19	12	60	7	2019	0.7143	1.0521
1569	x power plant	-0.4491	7.5976	23	0	0	6	2019	0	0
1570	x ray diffraction	1.0272	0.0041	1	274	1140	50	2019	1.04	1.5319
1571	xrd	1.0013	0.0272	1	366	2122	97	2019	0.6392	0.9415
1572	xrd analysis	0.851	-0.0006	1	84	189	8	2019	0.875	1.2889
1573	xrd data	1.1186	0.0225	1	47	109	6	2019	0.8333	1.2275
1574	xrd pattern	0.97	0.0389	1	77	164	8	2019	0	0
1575	xrd result	1.0878	0.0117	1	92	200	8	2019	1	1.473
1576	xrf	1.0869	0.0305	1	80	245	10	2019	0	0
1577	xylanase	1.0191	-0.5152	9	34	186	6	2019	0.6667	0.982
1578	yard waste	0.8658	-0.3939	11	12	125	5	2019	1	1.473
1579	yield	0.9391	-0.325	4	271	2379	112	2019	0.8393	1.2363
1580	zanzibar	-1.0552	-0.0988	5	9	115	5	2019	0	0
1581	zeolite	1.1079	-0.1057	11	42	224	11	2019	2.0909	3.0799
1582	zinc oxide sheet	0.6624	-0.0288	1	11	90	6	2019	0	0
1583	zircon	1.165	0.1342	1	34	408	15	2019	1.8667	2.7496
1584	zirconia	1.1671	0.1267	1	55	415	16	2019	1.3125	1.9333
1585	zirconium	1.1326	-0.0162	11	32	161	8	2019	4.5	6.6284
1586	zno	0.741	0.151	16	56	277	15	2019	0.8	1.1784
1587	zro2	1.0495	0.0689	1	66	390	19	2019	0.2632	0.3876
1588	zsm	1.1334	-0.0571	1	53	325	19	2019	1.0526	1.5505
